REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
36.49,573.5,44.99,0,0.25,1.41,-247.5,4.15,3.67,1.67,5.67,0,0,4.88,1,0,18.33,27.33,5.33,0,1.33,0,33,1,1,HOUHOU281,4,3,16,1011816,50,56,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,0,199.99,0,0,
24.89,1072.75,10,0.99,88.75,0.59,-122.75,-14.89,9.33,0,9.67,0.67,0.33,491.54,38.67,30,224.67,22.67,9.33,0,3.33,0,33,4,2,SEABLV425,2,2,341,1012032,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,79.99,0,0,
35.24,382,44.99,0.25,0,0,-91,-0.25,1.67,0.67,19.33,0,0.33,52.58,6,2.33,26.33,27.67,2.33,0,0,0,31,2,2,HOUHOU281,2,2,621,1012126,58,52,1,0,0,1,0,0,0,0,3,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,29.99,0,0,
35.53,89.25,35.03,0.5,0,0,111.75,1.45,2,0.33,1,0,0,5.45,13,1.33,18,6.67,2.33,0,0,0,30,1,1,DETANN734,1,1,910,1012538,36,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,1,0,0,0,
45.45,343.5,30,0.99,24.5,1.02,-13.5,-10.39,7,4,45.33,0,0.33,52.35,9.67,6,68.67,41.67,11,0,0.33,0,28,1,1,FLNJAC904,2,2,411,1012569,52,52,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,9.99,0,0,
317.29,2221.5,84.99,1.24,959.25,0,-196.5,-38.82,16,30.33,86,0.67,0,640.26,192.67,107,944.33,151,46.33,0,28.33,0,30,2,2,MIAMIA305,2,2,484,1013252,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.99,0,0,
16.99,7.75,16.99,0,0,0,-5.75,0,0,0.67,0.33,0,0,0.91,0,0,4,0,0.67,0,0,0,28,1,1,MIAFTM941,1,1,845,1013322,52,44,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,
133.56,901.75,55.06,0.5,102.75,0.64,-198.75,-27.77,12.33,0.67,125.67,0,0.67,238.81,120.67,48,368.67,233.67,13,0,3.33,0,29,1,1,NYCBRO917,3,2,520,1014384,52,50,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,1,0,0,8,0,0,0,29.99,0,0,
88.5,920,49.99,1.98,108,0,-34,-13.43,9,0.67,19.33,0,0.67,255.25,37,5,135.33,78,9.67,0,4,0,31,2,1,LAXIRV949,2,2,445,1014654,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,29.99,0,0,
30.43,83.75,29.99,0,1.25,0,61.25,1.31,1.33,0,13,0,0,13.92,2.33,0,21,16.67,1.33,0,0,0,31,1,1,LAXSMN310,1,1,916,1015049,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
38.86,73.5,29.99,0,0,7.73,39.5,-3.2,3.67,1.33,8,0,0,14.84,3,0,11,8.33,5,0,0,0,25,1,1,NEVESC760,2,2,726,1015095,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,79.99,0,0,
30,306.5,30,0,0,0,-38.5,0,8,1.33,13.67,20,1,34.27,16,6.33,153.67,29,9.33,0,0,0,28,1,1,NYCMAN917,3,3,381,1015623,54,64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,0,9.99,0,0,
57.87,249.75,54.98,0,0,0,59.25,-2.89,5,2.33,27.67,0,5.67,74.39,21.33,3.67,76.67,36.67,7.33,0,0.67,0,30,1,1,NYCBRO917,5,4,6,1015972,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,149.99,0,0,
73.44,863,69.99,0,34,0,110,-0.9,7.67,6,57.33,11.33,0,139.67,6.33,0.67,174.67,72.67,13.67,0,1.33,0,26,2,2,STLSTL314,1,1,792,1015977,40,38,1,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
38.39,213.75,34.98,0,9.75,0,30.25,4.64,0,2.67,5.67,0,0,29.16,19.67,8.67,43.67,17.67,2.67,0,0.33,0,28,1,1,NOLKEN504,1,1,831,1016375,60,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,0,
50.45,160.75,50,0,0,0,22.25,-0.45,2,4,4.33,0,0,12.06,7.33,0,16.33,8,6,0,0,0,24,1,1,LOUFRK502,1,1,718,1016691,72,60,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,6,RETIRED,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
50,232,50,0,0,0,-74,0,3.33,2,13.67,1.67,0.33,58.68,37.33,0.67,68.67,73.67,5.33,0,1,0,28,1,1,SFRSFR415,1,1,826,1016718,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
49.87,700.5,59.99,1.24,3.75,0.27,-167.5,2.49,1.33,2,26.67,0,0,234.74,36,35,165.33,74.33,3.33,0,0.67,0,26,2,2,HOUHOU281,1,1,779,1016788,32,26,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,
104.58,2051.25,94.99,0.25,55.25,0,43.75,13.67,20.67,10.67,178.67,3,0,844.17,53,22.33,220.67,198,31.33,0,9.67,0,26,1,1,MIAMIA305,3,3,144,1016901,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.99,0,0,
56.83,165.75,50,0.5,0.25,0,-2.75,-0.59,2.67,2,8,0,0,19.68,4.67,0,45.67,9.67,4.67,0,0.33,0,27,1,1,DALDAL214,2,2,185,1017082,60,56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,29.99,0,0,
45.2,311.5,30,0.5,42,0,-28.5,-15.2,6,1.33,14,0,0,35.78,11.33,0.33,62,29.33,7.33,0,0,0,27,1,1,NEVLVS702,1,1,820,1017136,40,40,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,1,0,7,0,0,1,0,0,0,
17.44,6.5,16.99,0,0.75,0,-1.5,-0.45,0,0,1.67,0,0,0,0,0,4,0.67,0,0,0,0,23,1,1,NNYROC716,1,1,709,1017331,76,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
34.76,97.75,29.99,0.5,9,1.12,3.25,-0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,HARNOR203,2,2,453,1017474,44,44,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,1,0,2,UNKNOWN,1,1,0,1,0,1,0,0,0,0,0,0,9,0,0,0,59.99,0,0,
146.51,645.5,104.99,0.25,89.25,3.22,89.5,87.31,5,1.67,12,0.33,0,243.64,35,26,130,43,7,0,0.67,0,27,2,2,SANSAN210,4,4,124,1017776,66,66,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,99.99,0,0,
58.71,535.5,50,2.23,6.75,0,-162.5,-2.73,2,3.33,21.33,0,0,162.34,50.33,16.33,130,107,5.33,0,1,0,23,1,1,DALDAL214,3,2,184,1018621,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,29.99,0,0,
30.51,88.25,29.99,0.25,0,0,-15.25,-0.52,3.33,0.33,11,0,0,9.87,8.33,0,22.33,19.33,3.67,0,0,0,23,1,1,PHIJEN215,1,1,693,1018636,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
86.97,394.5,32.53,0,133.25,1.14,885.5,165.77,4,2.67,23,0.33,0,40.01,7.33,2.67,47.67,31.67,6.67,0,1.33,0,25,2,1,MIANDA305,4,3,353,1018742,34,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,79.99,0,0,
30.24,21.5,29.99,0.25,0,0,-4.5,-0.25,0.67,0,0.33,0,0,1.33,1.67,0,4.33,1.67,0.67,0,0,0,25,1,1,LAXLAG949,2,1,753,1018884,42,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,29.99,0,0,
52.96,413,59.99,2.97,0,0,-16,-1.98,1,3,16,0,0,111.86,14.67,6.33,84.67,38.67,4,0,2.33,0,29,1,1,SANAUS512,1,1,859,1018931,54,48,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
45.03,367.75,42.16,0.25,15.75,0.1,-74.75,-3.65,0.67,8,18,0.67,0,92.42,11,0,91.33,39.33,8.67,0,2,0,23,1,1,MIAPOR941,1,1,690,1019009,34,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
61.59,339.25,55,0,36.5,0,42.75,-11.6,1,6.67,20.33,0,0,2.43,6,0.33,36.67,28.67,7.67,0,0,0,23,2,1,MIAFTM941,4,2,409,1019020,52,30,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,29.99,0,0,
35.45,78.25,29.99,0,0,2.21,-13.25,-1.82,3.67,0.33,24,1,0,5.55,3.33,0,13.67,20.33,4,0,0,0,26,1,1,APCBAL410,3,3,159,1019865,54,50,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,2,CLERICAL,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,1,0,0,0,0,0,5,0,0,0,39.99,1,0,
9.85,343,10,0.25,0.25,0,134,0.65,8.33,0,11.33,0,0,57.23,14.33,0.67,81,24,8.33,0,0,0,24,5,3,APCFCH703,2,2,418,1020259,42,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,59.99,0,0,
345.83,2454.67,138.27,4.95,954.33,1.73,814.33,-341.8,6.33,6,81,0.33,0.33,385.72,97,18.67,339,110,12.33,0,34.67,0,24,1,1,OHICLE216,10,5,65,1020688,24,46,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,59.99,0,0,
96.04,2634,84.99,1.98,41,0.91,-704,-17.82,10,21.67,182.33,5.33,1.33,511.63,156,49.67,364.67,598.33,31.67,0,37,0,24,2,1,INDIND317,6,5,132,1021125,52,48,1,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,29.99,0,0,
47.92,770,42.49,0.74,18.75,0,-85,-2.43,9,0,16,0,0,244.84,28.67,8.33,298.33,46.33,9,0,1.67,0,26,2,2,NYCBRO917,3,2,719,1021126,26,26,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,29.99,0,0,
30.67,308.5,39.99,0,1.75,0,79.5,2.05,18.33,1.33,41.33,0,1.33,60.32,7.33,0.67,67,64.67,19.67,0,0,0,24,1,1,NYCBRO917,2,2,52,1021536,40,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,79.99,0,0,
107.96,786.5,104.99,0,0,12.97,-78.5,-12.28,5,0.33,18.33,0,0,40.6,5,2.33,56.33,24.67,7.67,0,0,0,26,2,2,OMALNC402,3,2,577,1021563,54,52,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,0,79.99,0,0,
101.88,455.5,99.99,0.99,0,0,39.5,-0.9,5.33,0,12,0,0.33,17.49,7.33,0,155.67,10,5.33,0,0.33,0,21,1,1,BOSFRA508,1,1,629,1023749,40,42,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,1,1,1,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
73,1300.25,70.99,0,28.5,0,121.75,-8.76,2.67,17,38,0,0.67,63.67,21.33,0,135.67,69.33,19.67,0,0,0,12,1,1,OHHGAL740,1,1,357,1064310,46,42,1,0,0,0,0,0,1,0,6,0,0,1,3,0,1,1,1,0,0,0,0,0,1,0,6,RETIRED,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
56.72,242.5,59.99,2.48,7.5,1.57,61.5,1.89,1.33,0.33,17.33,0,0,58.52,19.67,8.33,36.33,46.33,1.67,0,0.33,0,12,4,2,INDLAF765,1,1,356,1064623,24,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
29.99,206.25,39.99,0,0,0,30.75,0,1.67,0,7.33,0,0,0,1.67,0,19.67,12.67,1.67,0,0,0,14,1,1,DETPON248,1,1,402,1064640,62,62,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
102.92,1114.75,94.99,0,62.75,1.4,-1.75,-12.35,9,0.33,8.67,0,0,31.73,10.67,3.33,22.67,26,9.33,0,0,0,10,2,2,ATLATL678,2,1,292,1064835,30,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,79.99,0,0,
10.09,0,10,0,0,0,0,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,MIAMIA305,1,1,292,1064935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
61.42,527.25,39.99,3.71,69,0,-131.25,-8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,HOUHOU281,1,1,400,1065042,40,42,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
51.39,1131.5,59.99,1.24,0,0.16,-280.5,0.23,24.67,0,4.33,12,0.33,372.91,47.67,22.67,144.67,228,24.67,0,0,0,16,1,1,NYCMAN917,3,1,272,1065340,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199.99,0,0,
52.91,551.5,40.07,1.49,37.75,0.16,-53.5,-11.93,10.33,0,9.67,0,0,128.6,69.67,9,173.67,97.33,10.33,0,0,0,16,1,1,NYCBRO917,2,2,73,1065665,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149.99,0,0,
73.63,411.25,44.99,0,79.25,0,-0.25,-5.44,6,5.67,34.67,0,0,126.28,24.67,1.67,86.67,45.33,11.67,0,1.67,0,12,2,1,FLNTAL850,2,2,218,1065707,32,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,1,0,2,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,199.99,0,0,
32.94,290.75,39.99,0,0,1.29,22.25,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,HARBRI203,1,1,288,1065784,34,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,
24.23,110.75,30.32,1.73,0,0,-38.75,5.77,5,4.67,42.33,1.33,0,13.82,10,0,47,21.67,9.67,0,0.33,0,13,1,1,STLCOL618,1,1,394,1066074,30,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
101.47,575.5,39.99,0.74,198.5,0,616.5,171.34,7.33,0.67,14.33,0.67,0,40.79,26.33,0.33,129.67,30.33,8,0,0.33,0,15,1,1,HARLON860,1,1,455,1066088,36,40,1,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,
34.99,794.5,44.99,0,0,0,-48.5,0,5.33,0,7.67,5,0,189.7,15.33,0.33,42.33,52.67,5.33,0,0,0,15,1,1,OHICOL614,3,2,16,1066243,28,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,149.99,0,0,
30.36,31.5,39.99,0,0,0.1,0.5,-0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,BOSWOR508,1,1,284,1066260,24,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,
85.29,467.5,39.99,0.74,142.25,0.77,-467.5,-51.3,6,0,0,0,0.67,40.34,35,1.33,66.33,65.33,6,0,0,0,13,6,6,NYCBRO917,2,2,142,1067068,,,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59.99,0,0,
34.81,1178.25,36.69,0.5,5.5,0,-310.25,-36.32,15.67,0.67,89,5.67,2,416.44,106.33,41,195,271.33,16.33,0,2.33,0,15,1,1,SFRSFR415,2,2,161,1067267,22,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,149.99,0,0,
10,46.5,10,0,0,0,-41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,OHIBER440,1,1,440,1067462,60,54,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,1,1,1,0,0,1,0,0,0,7,0,0,1,0,0,0,
81.71,995.25,89.99,0.25,55,0.16,338.75,-0.48,40.67,2.33,73.67,2.33,0.33,226.95,23,0,238.67,107,43,0,5,0,13,1,1,APCBAL410,1,1,383,1067466,38,42,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
29.99,103.5,39.99,0,0,0,-43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,PHIWIL302,1,1,440,1068093,44,42,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,
39.78,77.25,29.99,0,50.75,0,-59.25,-19.79,0.33,0.67,10.33,2.67,0,20.85,12,0,32.33,3,1,0,0,0,15,2,1,MIAFTL954,1,1,440,1068103,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
159.6,1270,59.99,0.74,362.75,0,-188,-16.25,31.67,28,49.33,9,0,393.24,231.33,57.67,228,195,59.67,0,4,0,13,1,1,CHIRCK815,2,2,63,1068147,56,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,149.99,0,0,
42.02,483.75,39.99,0.5,14,0,46.25,10.73,3.33,8.33,32.33,0.67,0.33,162.5,31,16.33,98,96.67,11.67,0,3,0,13,1,1,MIANDA305,3,2,44,1068654,26,64,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,129.99,0,0,
212.57,1864.25,59.99,0.99,310.25,0,-152.25,3.32,34.67,0,3.33,11,1.33,647.16,118,102.33,432.67,516,34.67,0,2.33,0,9,1,1,NYCMAN917,3,2,157,1068848,34,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,199.99,0,0,
57.78,1298.75,59.99,0.99,17,0,-248.75,-3.2,20.33,10,63.67,0.33,0,387.9,130,37.67,209.33,335,30.33,0,16.67,0,13,2,1,MIAFTM941,2,2,67,1069049,54,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,RETIRED,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,29.99,0,0,
